FIPS,State,County,DIRSALES_FARMS12,PCT_LOCLFARM12,PCT_LOCLSALE12,DIRSALES12,PC_DIRSALES12,FMRKT18,FMRKTPTH18,FMRKT_SNAP18,PCT_FMRKT_SNAP18,FMRKT_WIC18,PCT_FMRKT_WIC18,FMRKT_WICCASH18,PCT_FMRKT_WICCASH18,FMRKT_SFMNP18,PCT_FMRKT_SFMNP18,FMRKT_CREDIT18,PCT_FMRKT_CREDIT18,FMRKT_FRVEG18,PCT_FMRKT_FRVEG18,FMRKT_ANMLPROD18,PCT_FMRKT_ANMLPROD18,FMRKT_BAKED18,PCT_FMRKT_BAKED18,FMRKT_OTHERFOOD18,PCT_FMRKT_OTHERFOOD18,VEG_FARMS12,VEG_ACRES12,VEG_ACRESPTH12,FRESHVEG_FARMS12,FRESHVEG_ACRES12,FRESHVEG_ACRESPTH12,ORCHARD_FARMS12,ORCHARD_ACRES12,ORCHARD_ACRESPTH12,BERRY_FARMS12,BERRY_ACRES12,BERRY_ACRESPTH12,SLHOUSE12,GHVEG_FARMS12,GHVEG_SQFT12,GHVEG_SQFTPTH12,FOODHUB18,CSA12,AGRITRSM_OPS12,AGRITRSM_RCT12,FARM_TO_SCHOOL15
37163,NC,Sampson,44,4.12371134,0.031935354,402,6.290981362,1,0.015716845,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,116,16115,234.2373359,110,14409,225.489429,22,248,3.881003427,32,1107,17.32367256,2,5,,,,5,9,130000,1
37165,NC,Scotland,6,4,0.019470642,16,0.442734995,1,0.028727377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,2.075320291,10,26,0.719444368,6,123,3.403525277,3,,,0,2,,,,2,7,,0
37167,NC,Stanly,56,8.43373494,0.321193597,310,5.124305739,2,0.03221909,1,50,1,50,0,0,0,0,2,100,2,100,1,50,1,50,1,50,13,74,0.247950278,13,,,20,77,1.272811426,10,23,0.380190426,4,3,3000,49.59005554,,13,10,108000,0
37169,NC,Stokes,87,9.39524838,0.76025066,239,5.111096854,2,0.043987948,1,50,1,50,0,0,1,50,1,50,1,50,1,50,1,50,1,50,55,272,4.533692607,52,263,5.624345074,34,86,1.839139454,31,31,0.662945617,1,6,5430,116.1224097,,6,11,10000,1
37171,NC,Surry,98,7.802547771,0.283008435,563,7.657363582,4,0.055595707,0,0,0,0,3,75,3,75,4,100,3,75,3,75,3,75,3,75,52,331,3.726674283,51,309,4.202709319,59,646,8.786246668,34,50,0.680050052,0,1,,,1,8,25,243000,1
37173,NC,Swain,10,10.63829787,1.329394387,9,0.638841567,3,0.210600212,0,0,0,0,0,0,0,0,1,33.33333206,1,33.33333206,1,33.33333206,1,33.33333206,1,33.33333206,23,28,3.549119818,21,26,1.845542306,1,,,1,,,0,0,0,0,,0,3,45000,1
37175,NC,Transylvania,42,19.00452489,3.433033741,699,21.30123419,1,0.029226948,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,28,273,7.923205851,26,264,8.045101326,10,13,0.396160293,20,12,0.365686424,0,0,0,0,,5,5,44000,1
37177,NC,Tyrrell,6,7.692307692,0.052056221,31,7.493352671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3652,598.9847716,6,217,52.4534687,2,,,0,0,0,0,0,0,0,,0,0,0,0
37179,NC,Union,49,4.62700661,0.047589721,255,1.223919711,2,0.008477882,1,50,1,50,0,0,1,50,2,100,2,100,2,100,2,100,2,100,23,,,23,,,5,15,0.071995277,5,7,0.033597796,4,3,1896,9.100203027,,5,15,575000,1
37181,NC,Vance,14,5.785123967,0.167688216,29,0.643686325,1,0.022430578,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,15,104,2.153019777,15,104,2.308392338,5,12,0.266352962,6,5,0.110980401,1,0,0,0,,1,13,116000,1
37183,NC,Wake,143,18.26309068,1.002406388,654,0.686559393,14,0.012816933,4,28.5714283,4,28.5714283,1,7.142857075,6,42.8571434,12,85.7142868,12,85.7142868,10,71.42857361,12,85.7142868,12,85.7142868,95,1249,1.39936341,90,1127,1.1831077,30,61,0.064036885,33,71,0.074534735,0,3,7640,8.020357431,2,13,24,463000,1
37185,NC,Warren,14,5.46875,0.464118565,119,5.780346821,1,0.050487202,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,10,97,6.023218536,10,,,2,,,5,12,0.582892116,0,2,,,1,0,21,207000,
37187,NC,Washington,5,3.205128205,0.238426095,163,12.8174884,1,0.084324144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2816,272.8630966,9,,,6,25,1.965872454,1,,,0,0,0,0,,1,3,,1
37189,NC,Watauga,61,10.01642036,1.236021189,189,3.631123919,4,0.071498796,1,25,1,25,0,0,1,25,1,25,1,25,1,25,1,25,1,25,57,133,1.498559078,57,130,2.497598463,28,65,1.248799232,18,12,0.23054755,0,6,8634,165.8789625,,21,25,306000,1
37191,NC,Wayne,27,4.795737123,0.083503111,482,3.870988467,1,0.008113722,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,35,3804,26.00469016,29,2451,19.68421729,15,51,0.409585917,7,,,6,4,32096,257.7660702,,1,3,,1
37193,NC,Wilkes,55,5.658436214,0.24111016,687,9.924160347,1,0.014586402,1,100,1,100,0,0,0,0,1,100,1,100,1,100,1,100,1,100,29,62,0.303358613,29,62,0.895630191,36,338,4.882629108,23,22,0.317804261,1,5,88260,1274.972914,,16,9,395000,1
37195,NC,Wilson,18,6.060606061,0.065133161,117,1.431035115,3,0.036830153,2,66.66666412,0,0,0,0,0,0,3,100,2,66.66666412,2,66.66666412,2,66.66666412,2,66.66666412,39,8443,58.26881444,31,4849,59.30845534,6,30,0.366932081,5,,,1,0,0,0,,1,1,,0
37197,NC,Yadkin,75,7.878151261,0.126734579,158,4.1453496,3,0.079908371,0,0,0,0,0,0,1,33.33333206,1,33.33333206,1,33.33333206,1,33.33333206,1,33.33333206,1,33.33333206,27,43,2.728584547,27,38,0.996982815,41,239,6.27049718,23,30,0.787091696,1,7,26080,684.2450479,,7,10,,1
37199,NC,Yancey,53,11.77777778,2.908900888,167,9.480556344,1,0.055856559,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,54,131,7.266534204,50,111,6.30144763,8,24,1.362475163,18,12,0.681237582,0,11,24624,1397.899517,1,9,27,1421000,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.618398637
